state,tmax,tmin,tmed,date
PE,26.15,20.33,22.93,20200529
PI,30.11,21.64,25.25,20200529
PR,23.2,7.99,14.22,20200529
RJ,24.96,12.02,17.06,20200529
RN,28.82,23.4,25.77,20200529
RO,31.82,19.68,24.4,20200529
RR,27.68,22.24,24.59,20200529
RS,24.67,10.34,16.2,20200529
SC,22.89,7.52,13.2,20200529
SE,28.49,22.27,24.7,20200529
SP,26.68,8.52,15.94,20200529
TO,32.18,20.89,25.07,20200529
AC,32.06,18.0,22.96,20200530
AL,26.37,21.23,23.43,20200530
AM,32.54,22.2,25.71,20200530
AP,31.57,23.62,26.13,20200530
BA,26.91,15.94,20.69,20200530
CE,29.73,21.19,25.0,20200530
DF,24.22,10.55,16.81,20200530
ES,26.2,14.79,19.27,20200530
GO,28.13,12.21,19.14,20200530
MA,31.23,22.59,26.07,20200530
MG,24.37,10.67,16.62,20200530
MS,30.4,13.68,19.96,20200530
MT,32.59,17.71,23.59,20200530
PA,31.12,22.45,25.6,20200530
PB,27.46,20.57,23.49,20200530
PE,26.91,19.54,22.74,20200530
PI,30.5,19.81,24.62,20200530
PR,25.08,8.54,15.09,20200530
RJ,26.27,13.05,17.65,20200530
RN,29.51,22.53,25.28,20200530
RO,32.62,21.31,25.78,20200530
RR,31.6,22.51,25.48,20200530
RS,24.2,10.16,15.83,20200530
SC,22.92,7.01,13.24,20200530
SE,28.11,20.7,24.0,20200530
SP,26.86,9.72,17.14,20200530
TO,30.9,19.64,24.36,20200530
AC,31.94,19.15,24.09,20200531
AL,27.16,22.48,24.12,20200531
AM,30.83,22.64,25.66,20200531
AP,32.58,23.34,27.08,20200531
BA,28.1,16.81,21.51,20200531
CE,29.0,21.92,24.84,20200531
DF,25.45,10.38,17.36,20200531
ES,27.67,15.25,20.13,20200531
GO,28.32,12.4,19.29,20200531
MA,31.76,22.16,26.14,20200531
MG,25.19,11.36,17.16,20200531
MS,30.19,15.7,21.99,20200531
MT,32.31,17.52,23.69,20200531
PA,31.53,22.15,25.8,20200531
PB,28.59,21.61,24.14,20200531
PE,27.58,20.82,23.37,20200531
PI,31.13,20.27,25.01,20200531
PR,25.48,10.23,16.42,20200531
RJ,27.24,12.96,18.8,20200531
RN,29.94,23.19,25.48,20200531
RO,32.1,21.57,25.65,20200531
RR,31.96,22.96,25.95,20200531
RS,18.17,10.98,14.68,20200531
SC,23.14,7.49,13.46,20200531
SE,27.33,22.67,24.76,20200531
SP,26.86,9.61,17.28,20200531
TO,32.1,18.23,23.95,20200531
AC,31.22,21.34,24.94,20200601
AL,29.47,22.54,25.3,20200601
AM,30.39,22.56,25.42,20200601
AP,28.34,23.14,25.15,20200601
BA,29.08,17.31,22.15,20200601
CE,31.5,21.39,25.5,20200601
DF,26.74,11.25,17.8,20200601
ES,28.4,15.68,20.79,20200601
GO,28.84,12.51,19.4,20200601
MA,31.91,22.73,26.53,20200601
MG,26.2,10.96,17.26,20200601
MS,26.56,15.09,20.43,20200601
MT,31.76,17.41,23.28,20200601
PA,30.73,22.01,25.38,20200601
PB,30.45,20.75,24.58,20200601
PE,29.57,20.72,24.02,20200601
PI,31.71,20.98,25.75,20200601
PR,21.29,14.04,17.51,20200601
RJ,28.12,12.72,18.58,20200601
RN,31.57,22.7,26.18,20200601
RO,32.45,21.93,26.01,20200601
RR,31.17,22.77,25.97,20200601
RS,14.0,6.16,9.98,20200601
SC,16.93,11.33,14.22,20200601
SE,29.05,22.56,24.91,20200601
SP,27.52,11.08,17.84,20200601
TO,32.61,18.67,24.23,20200601
AC,29.62,21.61,24.32,20200602
AL,30.14,22.38,25.41,20200602
AM,31.83,22.32,25.76,20200602
AP,29.95,22.54,24.91,20200602
BA,29.89,18.98,23.25,20200602
CE,31.76,21.45,25.55,20200602
DF,26.81,12.13,19.04,20200602
ES,29.65,15.07,20.66,20200602
GO,29.48,13.48,20.32,20200602
MA,32.12,22.83,26.54,20200602
MG,27.48,11.77,18.35,20200602
MS,20.47,13.91,17.03,20200602
MT,30.42,16.98,22.42,20200602
PA,31.03,21.77,25.31,20200602
PB,29.74,21.29,24.69,20200602
PE,30.28,20.91,24.41,20200602
PI,31.85,21.25,25.58,20200602
PR,18.02,12.55,14.97,20200602
RJ,27.05,13.08,18.32,20200602
RN,31.14,23.2,26.32,20200602
RO,29.87,21.46,24.8,20200602
RR,30.74,22.97,25.75,20200602
RS,15.3,4.96,9.23,20200602
SC,17.07,8.41,11.91,20200602
SE,30.51,22.73,25.63,20200602
SP,22.56,13.45,18.07,20200602
TO,32.62,20.15,24.92,20200602
AC,27.67,20.91,23.81,20200603
AL,29.47,22.56,25.55,20200603
AM,31.7,22.48,25.84,20200603
AP,32.08,23.81,26.75,20200603
BA,30.05,19.62,23.98,20200603
CE,31.95,21.43,25.96,20200603
DF,28.05,13.44,20.19,20200603
ES,27.94,17.02,21.54,20200603
GO,30.21,15.21,21.41,20200603
MA,33.25,22.56,26.8,20200603
MG,28.21,14.47,20.14,20200603
MS,23.04,14.05,16.89,20200603
MT,31.48,17.08,22.16,20200603
PA,31.86,22.37,26.11,20200603
PB,30.58,21.03,25.02,20200603
PE,30.51,21.07,24.99,20200603
PI,33.23,20.74,26.33,20200603
PR,19.2,12.15,14.58,20200603
RJ,26.57,15.13,19.81,20200603
RN,31.82,22.94,26.39,20200603
RO,30.18,19.7,23.24,20200603
RR,30.99,22.29,25.82,20200603
RS,18.28,5.41,10.29,20200603
SC,17.92,7.35,11.67,20200603
SE,29.76,23.52,26.17,20200603
SP,23.24,15.29,18.5,20200603
TO,33.07,21.05,25.66,20200603
AC,25.65,20.36,22.94,20200604
AL,28.71,23.0,25.32,20200604
AM,29.82,22.82,25.25,20200604
AP,32.55,22.52,26.82,20200604
BA,29.09,20.1,23.88,20200604
CE,32.31,21.18,26.06,20200604
DF,27.08,15.8,21.04,20200604
ES,27.51,18.9,22.05,20200604
GO,30.82,17.21,22.82,20200604
MA,33.3,23.24,27.27,20200604
MG,27.25,16.54,21.08,20200604
MS,25.17,16.2,20.01,20200604
MT,32.91,18.57,24.11,20200604
PA,32.44,22.56,26.42,20200604
PB,29.74,21.39,24.93,20200604
PE,29.53,21.4,24.72,20200604
PI,33.33,21.5,26.65,20200604
PR,17.72,13.99,15.85,20200604
RJ,25.15,17.25,20.59,20200604
RN,31.65,22.51,26.43,20200604
RO,29.49,20.25,24.09,20200604
RR,30.5,22.6,25.73,20200604
RS,19.21,8.48,12.82,20200604
SC,16.32,10.77,13.15,20200604
SE,28.29,23.46,25.68,20200604
SP,24.32,16.23,19.49,20200604
TO,33.98,21.61,26.33,20200604
AC,28.68,20.9,23.59,20200605
AL,28.86,21.8,24.78,20200605
AM,31.38,22.37,25.51,20200605
AP,31.86,23.23,26.86,20200605
BA,27.97,19.16,23.01,20200605
CE,31.91,21.56,25.98,20200605
DF,27.32,16.36,21.2,20200605
ES,26.14,17.87,21.0,20200605
GO,30.83,18.23,23.63,20200605
MA,32.79,23.03,27.05,20200605
MG,26.37,15.59,20.36,20200605
MS,27.0,18.08,21.2,20200605
MT,32.93,20.0,25.07,20200605
PA,31.97,22.33,26.1,20200605
PB,29.48,20.01,24.21,20200605
PE,28.83,19.79,23.69,20200605
PI,32.12,21.66,26.31,20200605
PR,22.13,15.31,17.43,20200605
RJ,24.47,18.93,21.15,20200605
RN,31.18,22.15,25.99,20200605
RO,29.43,21.29,24.48,20200605
RR,33.02,23.48,26.78,20200605
RS,17.11,12.88,15.23,20200605
SC,17.55,13.22,14.9,20200605
SE,29.39,22.62,25.65,20200605
SP,26.2,17.2,20.44,20200605
TO,33.22,22.0,26.29,20200605
AC,32.09,20.33,24.47,20200606
AL,29.06,21.6,24.91,20200606
AM,31.2,22.48,25.81,20200606
AP,30.61,24.03,26.62,20200606
BA,27.92,18.56,22.74,20200606
CE,31.86,20.81,25.63,20200606
DF,28.28,15.31,21.12,20200606
ES,27.37,17.09,21.09,20200606
GO,30.93,17.97,23.47,20200606
MA,32.74,22.35,26.78,20200606
MG,26.63,15.18,19.88,20200606
MS,23.1,14.64,18.05,20200606
MT,30.93,19.98,24.63,20200606
PA,32.16,22.65,26.23,20200606
PB,29.6,19.82,24.21,20200606
PE,28.92,19.86,23.62,20200606
PI,31.09,20.64,25.55,20200606
PR,18.47,12.11,15.2,20200606
RJ,27.12,17.61,21.01,20200606
RN,31.22,22.61,26.04,20200606
RO,29.44,22.12,24.69,20200606
RR,31.46,23.4,26.16,20200606
RS,15.7,10.93,13.24,20200606
SC,18.02,11.77,14.83,20200606
SE,28.92,22.59,25.4,20200606
SP,25.21,17.36,20.93,20200606
TO,32.64,21.08,26.06,20200606
AC,32.4,20.42,24.64,20200607
AL,29.06,21.66,24.86,20200607
AM,31.21,22.3,25.52,20200607
AP,30.23,22.77,25.33,20200607
BA,28.47,18.08,22.56,20200607
CE,30.87,21.06,25.21,20200607
DF,27.56,14.8,20.66,20200607
ES,25.39,18.77,21.04,20200607
GO,30.7,17.62,23.15,20200607
MA,32.89,21.53,26.52,20200607
MG,26.65,14.78,19.81,20200607
MS,28.55,14.88,19.39,20200607
MT,32.91,19.35,24.46,20200607
PA,32.2,22.19,26.0,20200607
PB,28.6,20.85,24.21,20200607
PE,28.79,20.16,23.55,20200607
PI,32.24,20.52,25.66,20200607
PR,21.64,8.71,13.43,20200607
RJ,26.16,18.46,21.1,20200607
RN,30.15,23.22,25.98,20200607
RO,31.32,21.36,24.83,20200607
RR,29.42,22.33,25.04,20200607
RS,17.08,11.09,13.25,20200607
SC,19.01,9.48,12.62,20200607
SE,29.17,22.19,25.12,20200607
SP,25.47,15.49,19.56,20200607
TO,32.99,20.5,25.65,20200607
AC,32.79,20.58,24.99,20200608
AL,28.17,21.93,24.88,20200608
AM,31.78,21.95,25.7,20200608
AP,31.19,23.25,26.1,20200608
BA,28.68,18.08,22.57,20200608
CE,31.86,21.38,25.71,20200608
DF,27.22,13.53,20.16,20200608
ES,28.57,17.8,22.16,20200608
GO,30.91,16.85,22.97,20200608
MA,33.21,22.15,26.79,20200608
MG,28.08,15.02,20.28,20200608
MS,31.62,17.94,23.29,20200608
MT,33.7,20.06,25.55,20200608
PA,32.97,21.86,26.33,20200608
PB,29.8,20.91,24.58,20200608
PE,28.68,20.26,23.77,20200608
PI,32.27,20.04,25.59,20200608
PR,25.24,11.29,16.57,20200608
RJ,27.33,16.76,20.91,20200608
RN,31.25,22.36,25.89,20200608
RO,32.7,21.87,25.8,20200608
RR,31.9,21.29,25.43,20200608
RS,19.29,9.28,13.38,20200608
SC,20.98,7.47,12.67,20200608
SE,28.11,22.44,24.91,20200608
SP,28.71,15.53,20.84,20200608
TO,33.13,20.48,25.65,20200608
AC,32.99,21.04,25.54,20200609
AL,27.58,21.63,23.85,20200609
AM,33.33,21.72,26.04,20200609
AP,30.42,22.83,25.41,20200609
BA,29.03,16.81,22.02,20200609
CE,31.2,21.47,25.55,20200609
DF,27.46,13.74,20.03,20200609
ES,29.33,17.83,22.02,20200609
GO,30.85,16.73,22.72,20200609
MA,33.01,22.09,26.78,20200609
MG,28.96,15.14,20.72,20200609
MS,32.19,20.05,24.87,20200609
MT,33.59,19.76,25.36,20200609
PA,32.28,22.16,26.23,20200609
PB,28.95,20.6,24.21,20200609
PE,28.02,19.76,23.1,20200609
PI,32.87,19.64,25.83,20200609
PR,24.23,16.71,20.08,20200609
RJ,28.99,18.33,21.84,20200609
RN,30.85,22.61,26.04,20200609
RO,33.68,22.01,26.63,20200609
RR,28.78,22.21,24.7,20200609
RS,18.76,11.5,15.13,20200609
SC,20.77,11.95,16.33,20200609
SE,28.85,21.94,24.66,20200609
SP,28.37,17.22,21.98,20200609
TO,33.28,19.91,25.45,20200609
AC,33.73,21.36,25.68,20200610
AL,28.97,22.01,24.76,20200610
AM,33.16,22.12,26.28,20200610
AP,31.29,23.16,26.12,20200610
BA,29.68,17.85,22.67,20200610
CE,31.31,21.08,25.4,20200610
DF,27.09,13.25,19.91,20200610
ES,30.14,18.49,22.59,20200610
GO,30.84,15.96,22.4,20200610
MA,32.61,22.06,26.42,20200610
MG,28.56,14.97,20.61,20200610
MS,32.04,20.01,24.83,20200610
MT,33.52,19.14,25.15,20200610
PA,32.25,21.92,25.89,20200610
PB,29.53,20.69,24.2,20200610
PE,28.96,19.84,23.52,20200610
PI,32.56,20.17,25.66,20200610
PR,25.55,18.12,20.66,20200610
RJ,28.75,18.84,22.27,20200610
RN,31.0,22.49,25.98,20200610
RO,33.8,21.42,26.36,20200610
RR,31.68,21.41,25.24,20200610
RS,18.41,12.3,15.02,20200610
SC,19.22,15.64,17.27,20200610
SE,28.89,22.19,24.9,20200610
SP,29.12,17.83,22.34,20200610
TO,33.47,19.34,25.26,20200610
AC,33.63,20.33,25.32,20200611
AL,29.06,22.15,25.02,20200611
AM,32.1,22.47,26.1,20200611
AP,31.05,23.49,26.18,20200611
BA,29.85,18.05,22.97,20200611
CE,30.93,21.22,25.23,20200611
DF,27.47,14.22,20.15,20200611
ES,31.04,18.83,23.07,20200611
GO,31.21,15.9,22.2,20200611
MA,32.55,22.59,26.72,20200611
MG,29.09,14.74,20.61,20200611
MS,32.21,18.92,24.34,20200611
MT,33.49,18.61,24.75,20200611
PA,32.02,22.11,25.91,20200611
PB,28.82,20.81,24.05,20200611
PE,29.18,20.5,23.95,20200611
PI,32.34,20.33,25.79,20200611
PR,27.19,18.43,21.88,20200611
RJ,30.89,18.55,23.05,20200611
RN,29.7,22.25,25.29,20200611
RO,33.52,21.28,26.02,20200611
RR,29.73,22.15,24.99,20200611
RS,21.79,14.68,17.22,20200611
SC,22.57,16.44,18.51,20200611
SE,29.6,22.79,25.63,20200611
SP,30.34,17.05,22.77,20200611
TO,33.48,20.12,25.59,20200611
AC,32.38,20.42,25.28,20200612
AL,28.62,22.13,24.76,20200612
AM,30.87,22.65,25.66,20200612
AP,32.51,23.37,26.45,20200612
BA,29.69,17.61,22.7,20200612
CE,31.93,20.88,25.39,20200612
DF,27.39,13.68,20.35,20200612
ES,31.21,18.61,23.3,20200612
GO,30.86,15.7,22.13,20200612
MA,32.69,22.26,26.82,20200612
MG,28.75,14.17,20.37,20200612
MS,31.91,18.46,23.85,20200612
MT,33.38,18.97,24.7,20200612
PA,31.54,21.93,25.73,20200612
PB,29.41,20.5,24.3,20200612
PE,29.28,19.55,23.73,20200612
PI,32.7,20.12,25.75,20200612
PR,27.9,16.48,21.18,20200612
RJ,31.13,17.68,22.78,20200612
RN,31.11,22.0,25.8,20200612
RO,32.72,22.46,26.3,20200612
RR,29.94,22.23,24.75,20200612
RS,25.78,16.38,20.31,20200612
SC,26.04,15.86,19.41,20200612
SE,29.03,22.76,25.35,20200612
SP,30.34,15.67,22.13,20200612
TO,33.52,19.68,25.38,20200612
AC,32.56,20.95,25.36,20200613
AL,27.14,20.88,23.41,20200613
AM,32.28,22.38,25.88,20200613
AP,31.52,23.31,26.17,20200613
BA,29.08,17.16,22.45,20200613
CE,32.15,20.92,25.58,20200613
DF,27.57,13.68,20.08,20200613
ES,30.1,17.88,22.71,20200613
GO,31.25,16.05,22.25,20200613
MA,32.95,21.43,26.44,20200613
MG,28.78,14.31,20.59,20200613
MS,31.55,18.59,23.86,20200613
MT,33.64,19.84,25.19,20200613
PA,32.27,21.75,25.78,20200613
PB,30.36,19.18,24.13,20200613
PE,29.16,18.2,22.98,20200613
PI,32.69,18.86,25.18,20200613
PR,26.23,16.19,20.65,20200613
RJ,31.29,17.24,22.55,20200613
RN,31.17,21.92,26.01,20200613
RO,31.47,22.7,26.09,20200613
RR,30.62,22.21,25.23,20200613
RS,21.46,14.31,17.83,20200613
SC,22.24,15.51,18.48,20200613
SE,26.48,21.82,23.62,20200613
SP,30.62,15.88,22.14,20200613
TO,33.66,18.66,24.66,20200613
AC,30.27,21.49,24.43,20200614
AL,26.87,21.11,23.48,20200614
AM,31.31,22.78,25.92,20200614
AP,31.37,23.34,25.6,20200614
BA,28.47,17.27,22.25,20200614
CE,31.51,20.9,25.54,20200614
DF,26.1,13.18,19.78,20200614
ES,29.09,17.49,22.17,20200614
GO,30.18,15.87,22.31,20200614
MA,33.06,21.15,26.29,20200614
MG,27.91,14.13,20.12,20200614
MS,28.8,17.37,22.1,20200614
MT,31.65,19.32,24.55,20200614
PA,32.93,21.34,25.94,20200614
PB,26.04,20.51,23.28,20200614
PE,26.2,19.71,22.42,20200614
PI,31.67,19.57,25.15,20200614
PR,21.6,13.87,17.34,20200614
RJ,26.28,17.03,21.04,20200614
RN,29.4,22.6,25.67,20200614
RO,27.39,21.22,24.1,20200614
RR,30.29,22.1,25.23,20200614
RS,14.12,2.99,8.52,20200614
SC,16.84,7.19,12.38,20200614
SE,28.3,22.0,24.71,20200614
SP,25.93,16.05,20.65,20200614
TO,33.11,17.64,24.26,20200614
AC,27.82,19.9,23.08,20200615
AL,25.07,21.45,23.26,20200615
AM,31.04,22.01,25.53,20200615
AP,30.4,23.19,25.53,20200615
BA,27.48,16.75,21.57,20200615
CE,32.04,20.36,25.57,20200615
DF,24.06,14.03,18.49,20200615
ES,26.85,19.11,21.62,20200615
GO,28.86,15.83,21.62,20200615
MA,32.62,22.03,26.5,20200615
MG,25.05,14.23,19.24,20200615
MS,29.3,16.48,21.41,20200615
MT,32.04,18.04,23.39,20200615
PA,32.39,21.52,25.86,20200615
PB,28.62,19.77,23.33,20200615
PE,26.54,19.55,22.43,20200615
PI,32.25,20.19,25.79,20200615
PR,21.91,12.87,16.51,20200615
RJ,22.9,18.84,20.21,20200615
RN,31.07,21.48,25.45,20200615
RO,29.1,19.51,23.28,20200615
RR,30.14,22.19,25.15,20200615
RS,17.62,5.28,9.9,20200615
SC,17.35,8.57,12.17,20200615
SE,26.93,21.23,23.77,20200615
SP,25.62,14.53,19.15,20200615
TO,32.65,19.32,24.76,20200615
AC,31.61,19.45,23.71,20200616
AL,27.63,21.46,23.76,20200616
AM,31.54,21.92,25.53,20200616
AP,30.2,22.61,25.21,20200616
BA,27.18,18.61,21.97,20200616
CE,31.95,21.28,26.17,20200616
DF,23.59,14.55,17.96,20200616
ES,24.06,19.1,20.81,20200616
GO,28.1,15.63,21.13,20200616
MA,32.67,21.6,26.33,20200616
MG,24.34,15.64,19.39,20200616
MS,29.88,16.91,22.06,20200616
MT,32.36,18.42,23.84,20200616
PA,32.36,22.15,26.25,20200616
PB,27.39,20.18,23.34,20200616
PE,27.01,19.84,22.51,20200616
PI,31.5,20.42,25.63,20200616
PR,23.8,14.49,17.9,20200616
RJ,23.39,18.13,20.1,20200616
RN,29.22,22.24,25.67,20200616
RO,32.59,20.15,24.52,20200616
RR,31.32,21.88,25.03,20200616
RS,24.34,10.83,16.1,20200616
SC,19.95,11.93,14.84,20200616
SE,28.22,22.29,24.45,20200616
SP,26.18,14.36,19.4,20200616
TO,31.66,19.69,24.71,20200616
AC,33.01,19.38,24.6,20200617
AL,27.5,21.32,23.61,20200617
AM,31.0,21.53,25.27,20200617
AP,30.48,23.1,25.09,20200617
BA,27.1,18.0,21.79,20200617
CE,30.9,20.57,25.21,20200617
DF,22.46,15.01,18.03,20200617
ES,24.8,17.62,19.92,20200617
GO,27.54,16.08,21.26,20200617
MA,32.41,22.17,26.76,20200617
MG,22.66,15.41,18.6,20200617
MS,30.22,17.47,22.39,20200617
MT,31.99,18.35,24.04,20200617
PA,32.26,21.88,26.04,20200617
PB,28.62,19.5,23.44,20200617
PE,27.07,19.32,22.45,20200617
PI,30.38,20.0,25.14,20200617
PR,24.32,14.86,18.31,20200617
RJ,24.49,16.45,19.7,20200617
RN,29.94,21.88,25.44,20200617
RO,32.48,19.89,25.14,20200617
RR,31.02,22.34,25.02,20200617
RS,25.27,14.8,19.02,20200617
SC,21.08,13.63,16.25,20200617
SE,28.36,22.2,24.27,20200617
SP,26.23,14.94,19.67,20200617
TO,31.63,19.54,24.43,20200617
AC,33.65,19.67,24.88,20200618
AL,28.43,20.55,23.82,20200618
AM,32.21,21.85,25.85,20200618
AP,30.95,22.94,25.84,20200618
BA,26.4,17.72,21.43,20200618
CE,31.73,19.97,25.32,20200618
DF,23.46,14.4,17.54,20200618
ES,25.1,16.13,19.37,20200618
GO,28.19,15.67,20.59,20200618
MA,32.44,21.26,26.31,20200618
MG,24.77,13.53,18.1,20200618
MS,30.3,18.0,22.91,20200618
MT,32.34,18.03,23.89,20200618
PA,32.62,21.67,26.17,20200618
PB,28.36,18.91,23.12,20200618
PE,28.61,18.09,22.56,20200618
PI,31.97,18.45,24.99,20200618
PR,24.18,15.25,18.87,20200618
RJ,25.7,14.49,18.8,20200618
RN,29.91,20.19,25.0,20200618
RO,32.58,20.69,25.58,20200618
RR,30.02,22.47,25.37,20200618
RS,24.67,17.24,20.32,20200618
SC,22.56,14.59,17.2,20200618
SE,27.42,21.12,23.87,20200618
SP,26.63,13.98,19.58,20200618
TO,31.7,18.85,24.49,20200618
AC,33.5,20.3,25.63,20200619
AL,27.17,20.94,23.61,20200619
AM,31.85,22.42,26.06,20200619
AP,31.19,23.35,26.17,20200619
BA,28.54,17.29,21.93,20200619
CE,30.93,20.8,25.33,20200619
DF,25.56,12.43,17.98,20200619
ES,25.02,17.5,20.54,20200619
GO,29.17,15.11,21.04,20200619
MA,32.77,20.35,25.88,20200619
MG,25.97,13.36,18.58,20200619
MS,31.16,17.32,23.04,20200619
MT,32.45,18.5,24.13,20200619
PA,32.51,21.17,26.0,20200619
PB,27.27,20.4,23.35,20200619
PE,27.14,19.22,22.65,20200619
PI,32.39,19.25,25.22,20200619
PR,26.13,14.76,19.33,20200619
RJ,27.47,14.34,19.27,20200619
RN,29.3,22.15,25.08,20200619
RO,32.9,20.65,25.38,20200619
RR,30.79,22.73,25.39,20200619
RS,23.89,13.94,18.24,20200619
SC,24.65,14.54,18.17,20200619
SE,28.69,21.32,24.5,20200619
SP,28.04,13.89,19.79,20200619
TO,32.46,18.25,24.01,20200619
AC,33.18,21.28,25.47,20200620
AL,28.22,21.64,24.35,20200620
AM,32.2,22.32,25.9,20200620
AP,31.78,23.29,26.63,20200620
BA,28.27,17.2,21.94,20200620
CE,31.36,21.58,25.35,20200620
DF,26.49,14.15,19.45,20200620
ES,28.61,18.41,21.91,20200620
GO,29.93,15.13,21.35,20200620
MA,33.16,21.14,26.65,20200620
MG,26.95,15.72,20.13,20200620
MS,31.32,17.32,23.18,20200620
MT,32.8,18.02,23.86,20200620
PA,32.81,21.73,26.28,20200620
PB,28.62,20.55,23.85,20200620
PE,27.98,20.18,23.22,20200620
PI,32.64,19.58,25.67,20200620
PR,26.76,14.62,19.61,20200620
RJ,29.52,16.35,21.38,20200620
RN,30.37,22.43,25.75,20200620
RO,32.92,20.9,25.69,20200620
RR,30.73,21.68,25.36,20200620
RS,26.63,17.0,20.99,20200620
SC,26.07,14.32,18.46,20200620
SE,28.73,22.3,24.98,20200620
SP,29.45,13.36,20.23,20200620
TO,32.81,18.38,24.46,20200620
AC,33.28,21.29,25.69,20200621
AL,28.43,21.18,24.27,20200621
AM,32.75,21.99,26.05,20200621
AP,31.9,23.0,26.28,20200621
BA,27.8,16.38,21.36,20200621
CE,30.95,19.71,24.94,20200621
DF,26.48,13.53,19.32,20200621
ES,28.38,17.26,21.44,20200621
GO,30.05,15.12,21.55,20200621
MA,32.11,21.53,26.2,20200621
MG,26.7,13.42,19.07,20200621
MS,31.54,16.59,22.66,20200621
MT,33.25,17.83,23.87,20200621
PA,32.85,21.71,26.3,20200621
PB,28.48,19.44,23.48,20200621
PE,28.4,19.15,22.79,20200621
PI,31.08,19.4,25.16,20200621
PR,27.43,14.41,19.75,20200621
RJ,29.97,17.61,22.23,20200621
RN,30.26,21.18,25.53,20200621
RO,33.47,20.4,25.59,20200621
RR,29.88,22.64,25.76,20200621
RS,27.65,17.88,21.86,20200621
SC,26.6,14.1,18.69,20200621
SE,27.81,21.22,24.27,20200621
SP,29.45,15.37,21.17,20200621
TO,32.28,18.51,24.33,20200621
AC,33.5,21.05,25.43,20200622
AL,28.28,19.95,23.33,20200622
AM,32.47,22.23,26.12,20200622
AP,31.34,22.92,25.88,20200622
BA,27.35,16.36,21.28,20200622
CE,31.6,19.17,24.72,20200622
DF,25.69,10.93,17.83,20200622
ES,28.06,15.04,20.39,20200622
GO,29.12,13.47,20.45,20200622
MA,32.6,20.62,25.78,20200622
MG,26.58,11.74,18.21,20200622
MS,31.63,16.34,22.66,20200622
MT,32.96,17.68,23.89,20200622
PA,32.01,21.3,25.97,20200622
PB,29.21,18.56,23.13,20200622
PE,28.58,16.96,22.25,20200622
PI,32.42,18.42,24.81,20200622
PR,27.12,14.03,19.49,20200622
RJ,29.94,16.26,21.57,20200622
RN,30.94,20.6,25.13,20200622
RO,33.44,20.53,25.76,20200622
RR,30.13,21.84,24.79,20200622
RS,24.39,15.58,19.78,20200622
SC,25.02,12.48,17.74,20200622
SE,27.36,20.9,23.4,20200622
SP,28.67,14.27,20.67,20200622
TO,32.21,16.86,23.49,20200622
AC,33.16,20.4,25.28,20200623
AL,27.79,21.7,23.96,20200623
AM,32.62,22.24,26.03,20200623
AP,30.09,23.31,25.4,20200623
BA,26.91,17.94,22.01,20200623
CE,32.04,19.72,25.39,20200623
DF,26.71,10.21,18.07,20200623
ES,26.93,14.62,19.6,20200623
GO,29.56,12.76,19.91,20200623
MA,33.42,19.4,25.85,20200623
MG,25.81,12.11,17.99,20200623
MS,30.88,16.55,22.26,20200623
MT,32.3,16.79,23.36,20200623
PA,32.69,21.21,26.11,20200623
PB,29.18,19.29,23.66,20200623
PE,28.25,18.68,22.8,20200623
PI,32.83,18.4,25.04,20200623
PR,25.24,14.14,18.67,20200623
RJ,27.49,13.36,19.36,20200623
RN,31.16,22.16,25.99,20200623
RO,33.01,20.59,25.39,20200623
RR,30.77,21.84,25.02,20200623
RS,27.46,16.13,20.29,20200623
SC,24.08,13.37,17.24,20200623
SE,26.85,22.43,24.18,20200623
SP,26.44,13.07,19.19,20200623
TO,32.96,17.21,23.91,20200623
AC,32.4,20.96,25.79,20200624
AL,27.12,20.57,23.45,20200624
AM,32.27,22.3,26.15,20200624
AP,31.24,23.01,26.0,20200624
BA,27.47,16.55,21.47,20200624
CE,32.01,20.09,25.37,20200624
DF,26.19,14.63,19.74,20200624
ES,27.44,13.52,19.17,20200624
GO,29.99,15.08,21.41,20200624
MA,32.46,21.73,26.34,20200624
MG,26.18,11.75,17.96,20200624
MS,31.0,15.99,22.0,20200624
MT,33.01,16.99,23.52,20200624
PA,32.86,21.01,26.02,20200624
PB,29.36,18.91,23.71,20200624
PE,27.96,18.92,22.72,20200624
PI,32.4,20.19,25.8,20200624
PR,26.09,12.43,18.05,20200624
RJ,26.93,13.01,18.39,20200624
RN,31.19,21.74,26.03,20200624
RO,32.98,20.79,25.77,20200624
RR,29.48,22.53,25.07,20200624
RS,27.01,17.51,21.34,20200624
SC,24.97,12.48,17.18,20200624
SE,25.56,20.37,22.99,20200624
SP,27.97,12.25,18.83,20200624
TO,32.85,19.6,25.03,20200624
AC,33.1,21.34,25.67,20200625
AL,27.53,21.26,23.68,20200625
AM,32.7,22.57,26.48,20200625
AP,31.61,23.26,26.5,20200625
BA,27.34,16.76,21.4,20200625
CE,31.78,20.39,25.35,20200625
DF,27.3,14.57,20.02,20200625
ES,28.17,15.46,19.92,20200625
GO,30.61,16.03,22.23,20200625
MA,33.08,20.88,26.42,20200625
MG,27.22,12.53,18.61,20200625
MS,29.69,18.08,23.17,20200625
MT,33.85,18.66,24.67,20200625
PA,33.07,21.74,26.32,20200625
PB,28.63,19.07,23.32,20200625
PE,27.05,19.27,22.53,20200625
PI,31.9,18.95,25.12,20200625
PR,24.07,15.19,19.14,20200625
RJ,28.28,13.33,19.25,20200625
RN,30.89,21.96,25.88,20200625
